2022.01.23, 46, 29, 3, 33, 40, 26
2022.01.27, 46, 3, 18, 16, 48, 32
2022.01.30, 40, 12, 29, 16, 48, 47
2021.12.05, 16, 10, 15, 18, 40, 4
2021.12.05, 14, 40, 23, 28, 47, 12
2021.12.09, 25, 28, 2, 14, 4, 43
2021.12.12, 39, 14, 24, 44, 20, 37
2021.12.16, 3, 28, 39, 27, 5, 7
2021.12.19, 15, 19, 13, 3, 44, 5
2021.12.24, 2, 17, 15, 12, 14, 23
2021.12.31, 37, 27, 43, 4, 38, 39
2021.12.31, 41, 9, 5, 45, 34, 1
2021.11.04, 28, 44, 24, 1, 38, 4
2021.11.07, 19, 8, 14, 48, 37, 40
2021.11.11, 39, 22, 46, 30, 9, 33
2021.11.14, 1, 38, 34, 22, 45, 13
2021.11.18, 33, 22, 27, 37, 21, 35
2021.11.21, 15, 1, 14, 20, 28, 29
2021.11.25, 35, 9, 6, 27, 5, 33
2021.11.28, 12, 17, 31, 29, 27, 48
2021.10.03, 45, 3, 33, 20, 21, 32
2021.10.07, 10, 6, 30, 2, 17, 1
2021.10.10, 48, 32, 7, 27, 12, 42
2021.10.14, 38, 13, 33, 27, 2, 39
2021.10.17, 13, 24, 11, 10, 6, 18
2021.10.21, 25, 21, 24, 4, 8, 2
2021.10.24, 33, 5, 12, 27, 16, 24
2021.10.28, 25, 4, 1, 7, 35, 20
2021.10.31, 6, 29, 49, 9, 39, 27
2021.09.02, 16, 7, 18, 42, 19, 36
2021.09.05, 46, 8, 25, 19, 37, 41
2021.09.09, 47, 36, 13, 19, 49, 38
2021.09.12, 41, 49, 34, 12, 14, 45
2021.09.12, 7, 48, 27, 33, 21, 14
2021.09.16, 9, 12, 25, 13, 32, 40
2021.09.19, 8, 12, 19, 6, 11, 10
2021.09.23, 30, 40, 13, 1, 48, 3
2021.09.26, 16, 33, 11, 6, 32, 35
2021.09.30, 8, 5, 24, 16, 23, 36
2021.08.29, 17, 36, 32, 27, 19, 5
2021.08.26, 49, 1, 8, 48, 3, 38
2021.08.22, 34, 48, 4, 46, 7, 24
2021.08.19, 40, 38, 5, 25, 7, 13
2021.08.15, 18, 46, 39, 26, 10, 34
2021.08.12, 25, 42, 10, 28, 5, 3
2021.08.05, 23, 41, 28, 35, 30, 25
2021.08.01, 5, 33, 13, 11, 35, 46
2021.07.29, 23, 48, 20, 26, 6, 38
2021.07.25, 25, 22, 20, 27, 48, 42
2021.07.22, 1, 42, 47, 11, 10, 21
2021.07.18, 35, 45, 19, 2, 41, 12
2021.07.15, 8, 9, 28, 36, 23, 47
2021.07.11, 36, 42, 49, 37, 26, 16
2021.07.08, 33, 5, 10, 7, 14, 26
2021.07.04, 16, 27, 42, 18, 46, 24
2021.07.01, 38, 36, 22, 17, 31, 49
2021.06.27, 23, 27, 25, 11, 18, 22
2021.06.24, 38, 44, 28, 23, 5, 18
2021.06.20, 39, 45, 30, 34, 38, 4
2021.06.17, 11, 26, 16, 27, 24, 44
2021.06.13, 37, 25, 5, 38, 30, 10
2021.06.10, 15, 20, 13, 49, 35, 46
2021.06.06, 21, 36, 2, 28, 6, 34
2021.06.03, 17, 38, 6, 33, 28, 49
2021.05.27, 30, 40, 41, 14, 23, 43
2021.05.23, 35, 17, 39, 7, 24, 21
2021.05.20, 46, 27, 7, 19, 6, 38
2021.05.16, 3, 36, 9, 41, 11, 24
2021.05.13, 12, 40, 7, 10, 6, 41
2021.05.09, 40, 31, 24, 14, 3, 47
2021.05.06, 35, 7, 22, 20, 37, 32
2021.05.01, 20, 46, 40, 16, 5, 43
2021.04.25, 27, 42, 48, 44, 46, 2
2021.04.22, 26, 46, 20, 39, 8, 5
2021.04.18, 12, 22, 36, 6, 23, 37
2021.04.15, 15, 48, 29, 47, 18, 42
2021.04.11, 12, 17, 44, 4, 11, 27
2021.04.08, 26, 9, 6, 13, 32, 31
2021.04.04, 4, 2, 3, 10, 41, 26
2021.04.01, 15, 25, 16, 21, 12, 5
2021.03.28, 47, 13, 7, 30, 42, 19
2021.03.25, 29, 3, 34, 39, 26, 36
2021.03.21, 27, 17, 10, 4, 19, 43
2021.03.18, 3, 38, 31, 39, 5, 29
2021.03.14, 26, 40, 35, 39, 37, 5
2021.03.11, 12, 19, 9, 1, 40, 5
2021.03.07, 1, 17, 27, 19, 44, 9
2021.03.07, 27, 3, 10, 29, 5, 9
2021.03.04, 7, 21, 36, 19, 1, 16
2021.02.28, 40, 45, 6, 39, 9, 14
2021.02.25, 10, 27, 34, 12, 9, 31
2021.02.21, 30, 24, 3, 12, 10, 42
2021.02.18, 16, 38, 30, 42, 8, 1
2021.02.14, 15, 33, 32, 47, 17, 11
2021.02.11, 45, 35, 25, 6, 16, 8
2021.02.07, 41, 49, 5, 20, 14, 1
2021.02.04, 36, 8, 20, 34, 32, 30
2021.01.31, 40, 11, 18, 33, 20, 14
2021.01.28, 22, 24, 11, 19, 35, 30
2021.01.24, 12, 27, 15, 9, 33, 44
2021.01.21, 26, 1, 28, 12, 49, 24
2021.01.17, 5, 36, 3, 35, 32, 2
2021.01.14, 39, 21, 49, 26, 11, 27
2021.01.10, 39, 26, 42, 38, 10, 28
2021.01.07, 31, 49, 45, 37, 17, 16
2021.01.03, 7, 1, 15, 36, 34, 30
2020.12.31, 28, 18, 48, 40, 45, 31
2020.12.31, 25, 38, 41, 1, 10, 36
2020.12.24, 43, 20, 2, 8, 31, 30
2020.12.20, 46, 27, 44, 5, 16, 42
2020.12.17, 12, 49, 38, 39, 45, 29
2020.12.13, 15, 23, 8, 36, 5, 47
2020.12.10, 20, 27, 30, 31, 49, 39
2020.12.06, 45, 12, 31, 32, 35, 14
2020.12.06, 13, 37, 26, 17, 28, 16
2020.12.03, 3, 24, 4, 37, 44, 9
2020.11.29, 17, 43, 25, 21, 8, 10
2020.11.26, 44, 3, 35, 13, 28, 25
2020.11.22, 43, 1, 13, 25, 12, 19
2020.11.19, 23, 3, 34, 27, 42, 39
2020.11.15, 16, 48, 17, 46, 22, 10
2020.11.12, 38, 14, 5, 21, 31, 12
2020.11.08, 46, 18, 20, 14, 48, 5
2020.11.05, 4, 34, 12, 25, 40, 1
2020.11.01, 33, 24, 4, 40, 12, 18
2020.10.29, 4, 18, 31, 8, 38, 42
2020.10.25, 36, 35, 3, 24, 31, 8
2020.10.22, 36, 33, 30, 4, 17, 25
2020.10.18, 48, 10, 36, 2, 27, 23
2020.10.15, 25, 1, 13, 23, 37, 7
2020.10.11, 10, 33, 6, 4, 7, 36
2020.10.08, 4, 39, 27, 23, 1, 15
2020.10.04, 48, 9, 1, 30, 5, 14
2020.10.01, 23, 15, 11, 47, 35, 29
2020.09.27, 9, 23, 45, 21, 13, 4
2020.09.24, 2, 42, 39, 22, 34, 43
2020.09.20, 34, 4, 2, 3, 35, 46
2020.09.17, 8, 12, 47, 40, 6, 30
2020.09.13, 40, 36, 47, 42, 33, 16
2020.09.13, 41, 39, 33, 3, 16, 9
2020.09.10, 28, 9, 18, 3, 43, 37
2020.09.06, 34, 9, 46, 37, 3, 2,
2020.09.03, 29, 48, 34, 12, 36, 8
2020.08.30, 49, 1, 14, 45, 18, 42
2020.08.27, 26, 39, 17, 10, 43, 19
2020.08.23, 47, 4, 18, 20, 2, 6
2020.08.20, 40, 27, 26, 30, 12, 11
2020.08.16, 47, 11, 17, 35, 3, 29
2020.08.13, 12, 38, 27, 35, 30, 6
2020.08.09, 29, 36, 13, 17, 27, 46
2020.08.06, 8, 47, 3, 13, 14, 23
2020.08.02, 47, 30, 5, 28, 48, 12
2020.07.11, 36, 42, 49, 37, 26, 16
2020.07.08, 33, 5, 10, 7, 14, 26
2020.07.04, 16, 27, 42, 18, 46, 24
2020.07.01, 38, 36, 22, 17, 31, 49
2020.06.28, 35, 13, 33, 27, 16, 5
2020.06.25, 29, 39, 40, 42, 10, 14
2020.06.21, 2, 45, 8, 22, 18, 27
2020.03.19, 4, 8, 49, 42, 11, 9
2020.03.15, 35, 36, 32, 40, 23, 4
2020.03.12, 27, 26, 15, 10, 48, 23
2020.03.08, 8, 10, 9, 45, 27, 16
2020.03.08, 3, 6, 39, 45, 26, 21
2020.03.05, 21, 39, 16, 6, 25, 10
2020.03.01, 9, 49, 25, 36, 38, 24
2020.02.27, 2, 26, 20, 5, 14, 42
2020.02.23, 39, 38, 43, 40, 48, 20
2020.02.20, 28, 6, 12, 16, 34, 31
2020.02.16, 43, 20, 12, 40, 46, 13
2020.02.13, 4, 25, 28, 48, 38, 9
2020.02.09, 44, 6, 3, 11, 15, 33
2020.02.06, 45, 31, 13, 30, 18, 4
2020.02.02, 7, 16, 18, 8, 33, 14
2020.01.30, 44, 41, 16, 13, 15, 31
2020.01.26, 9, 23, 28, 35, 18, 45
2020.01.23, 39, 13, 1, 24, 32, 42
2020.01.19, 28, 11, 9, 24, 47, 3
2020.01.16, 26, 17, 19, 30, 20, 23
2020.01.12, 45, 4, 8, 44, 27, 9
2020.01.09, 30, 40, 39, 36, 18, 19
2020.01.05, 20, 27, 26, 28, 41, 3
